Model,Feature_Name,Importance,Rank
Gradient Boosting,w2v_67,0.001286408808976151,18
Gradient Boosting,w2v_68,5.01468495349808e-05,103
Gradient Boosting,w2v_69,0.00027347724185982784,49
Gradient Boosting,w2v_70,0.00013306285983979586,70
Gradient Boosting,w2v_71,0.00015118585559218697,67
Gradient Boosting,w2v_72,0.0002546930982141728,52
Gradient Boosting,w2v_73,1.3589046802252122e-05,138
Gradient Boosting,w2v_74,5.826604812753184e-05,96
Gradient Boosting,w2v_75,1.1066385214256635e-05,146
Gradient Boosting,w2v_76,9.003996955350555e-06,153
Gradient Boosting,w2v_77,0.00012242904345108753,73
Gradient Boosting,w2v_78,0.0005015211283391961,35
Gradient Boosting,w2v_79,4.540032540076291e-07,193
Gradient Boosting,w2v_80,8.546432859079541e-05,86
Gradient Boosting,w2v_81,2.6959549004999906e-05,119
Gradient Boosting,w2v_82,6.558575943296252e-07,188
Gradient Boosting,w2v_83,1.131195646934824e-05,143
Gradient Boosting,w2v_84,0.00017603625635466172,61
Gradient Boosting,w2v_85,2.1965960369467457e-05,126
Gradient Boosting,w2v_86,4.563450622402215e-06,169
Gradient Boosting,w2v_87,6.70068315588068e-05,93
Gradient Boosting,w2v_88,3.3632299914693866e-06,175
Gradient Boosting,w2v_89,0.0002603044851558542,51
Gradient Boosting,w2v_90,3.32797322455997e-06,176
Gradient Boosting,w2v_91,2.1379982592054366e-05,127
Gradient Boosting,w2v_92,0.00010440043825421797,79
Gradient Boosting,w2v_93,6.9207460203002e-05,92
Gradient Boosting,w2v_94,0.00034398871013874093,45
Gradient Boosting,w2v_95,0.00011714231726857262,74
Gradient Boosting,w2v_96,9.411478791975388e-06,152
Gradient Boosting,w2v_97,3.1726273571911693e-05,116
Gradient Boosting,w2v_98,0.0004543212502387314,36
Gradient Boosting,w2v_99,2.37206134984382e-06,179
XGBoost,Age,0.0002484920260030776,100
XGBoost,SBP on Admission,0.0033030619379132986,31
XGBoost,Unassisted Resp Rate on Admission,0.001973302336409688,45
XGBoost,GCS on Admission,0.054226044565439224,3
XGBoost,RTS on Admission,0.002303224289789796,42
XGBoost,TRISS,0.5076823234558105,1
XGBoost,Advanced_Risk_Score,0.0013431415427476168,57
XGBoost,Age_Squared,0.0,164
XGBoost,Age_Log,0.0,164
XGBoost,Age_Cubic,0.0,164
XGBoost,BP_HR_Ratio,0.0016750359209254384,50
XGBoost,GCS_Age_Ratio,0.010590756312012672,15
XGBoost,RTS_TRISS_Ratio,9.454366227146238e-05,115
XGBoost,text_length,0.0008385720429942012,70
XGBoost,word_count,9.263497304345947e-06,149
XGBoost,keyword_count,0.00010975309123750776,111
XGBoost,keyword_density,4.3615655158646405e-05,130
XGBoost,sentence_count,0.010675132274627686,14
XGBoost,avg_word_length,0.00023914049961604178,102
XGBoost,unique_word_ratio,5.166623668628745e-05,128
XGBoost,bigram_count,0.0,164
XGBoost,trigram_count,0.0,164
XGBoost,text_risk_score,0.00015976899885572493,109
XGBoost,severe_injury_flag,0.058189623057842255,2
XGBoost,penetrating_injury_flag,0.04135965183377266,4
XGBoost,elderly_flag,0.0,164
XGBoost,critical_gcs,0.0,164
XGBoost,hypotensive,0.0,164
XGBoost,tachypneic,0.0,164
XGBoost,bradypneic,0.0,164
XGBoost,Gender,6.575829957000678e-06,155
XGBoost,Injury Type,0.00048115034587681293,78
XGBoost,Transfer In,0.0013488195836544037,56
XGBoost,Discharge Status,0.021333331242203712,6
XGBoost,Age_Group,3.0498011255986057e-05,137
XGBoost,BP_Status,0.0,164
XGBoost,GCS_Status,0.0,164
XGBoost,tfidf_0,0.0002423081750748679,101
XGBoost,tfidf_1,0.0,164
XGBoost,tfidf_2,0.0032721918541938066,32
XGBoost,tfidf_3,0.0016135619953274727,51
XGBoost,tfidf_4,0.0,164
XGBoost,tfidf_5,0.0025805330369621515,36
XGBoost,tfidf_6,0.0,164
XGBoost,tfidf_7,0.0,164
XGBoost,tfidf_8,0.004240063950419426,24
XGBoost,tfidf_9,0.0,164
XGBoost,tfidf_10,0.00040313639328815043,83
XGBoost,tfidf_11,0.0,164
XGBoost,tfidf_12,0.0012442206498235464,59
XGBoost,tfidf_13,0.0,164
XGBoost,tfidf_14,0.0,164
XGBoost,tfidf_15,7.197933155111969e-05,122
XGBoost,tfidf_16,0.0,164
XGBoost,tfidf_17,0.007434627041220665,20
XGBoost,tfidf_18,4.9152645260619465e-06,156
XGBoost,tfidf_19,0.0001058850102708675,112
XGBoost,tfidf_20,0.0,164
XGBoost,tfidf_21,0.0,164
XGBoost,tfidf_22,0.011551214382052422,12
XGBoost,tfidf_23,0.0,164
XGBoost,tfidf_24,0.0,164
XGBoost,tfidf_25,0.012441649101674557,11
XGBoost,tfidf_26,0.0,164
XGBoost,tfidf_27,0.0,164
XGBoost,tfidf_28,9.435426363779698e-06,148
XGBoost,tfidf_29,0.0,164
XGBoost,tfidf_30,0.0,164
XGBoost,tfidf_31,3.660899210444768e-06,158
XGBoost,tfidf_32,0.01731039769947529,7
XGBoost,tfidf_33,0.0,164
XGBoost,tfidf_34,0.0,164
XGBoost,tfidf_35,0.0,164
XGBoost,tfidf_36,0.0,164
XGBoost,tfidf_37,0.0,164
XGBoost,tfidf_38,0.0,164
XGBoost,tfidf_39,7.658581125724595e-06,153
XGBoost,tfidf_40,0.0,164
XGBoost,tfidf_41,0.0,164
XGBoost,tfidf_42,0.0,164
XGBoost,tfidf_43,0.0,164
XGBoost,tfidf_44,7.458202162524685e-05,120
XGBoost,tfidf_45,0.0,164
XGBoost,tfidf_46,0.022149864584207535,5
XGBoost,tfidf_47,0.0001247753098141402,110
XGBoost,tfidf_48,1.0463259059179109e-05,147
XGBoost,tfidf_49,0.00019912398420274258,104
XGBoost,tfidf_50,0.0,164
XGBoost,tfidf_51,0.0,164
XGBoost,tfidf_52,3.1313033105107024e-05,136
XGBoost,tfidf_53,0.0,164
XGBoost,tfidf_54,0.0,164
XGBoost,tfidf_55,0.0003117849992122501,92
XGBoost,tfidf_56,0.0003164655645377934,91
XGBoost,tfidf_57,5.3100022341823205e-05,127
XGBoost,tfidf_58,0.00020280371245462447,103
XGBoost,tfidf_59,7.910622116469312e-06,152
XGBoost,tfidf_60,0.0,164
XGBoost,tfidf_61,0.0,164
XGBoost,tfidf_62,0.0006360292318277061,73
XGBoost,tfidf_63,0.0,164
XGBoost,tfidf_64,0.0,164
XGBoost,tfidf_65,0.0,164
XGBoost,tfidf_66,0.0,164
XGBoost,tfidf_67,2.0584275262081064e-05,142
XGBoost,tfidf_68,0.0,164
XGBoost,tfidf_69,0.0,164
XGBoost,tfidf_70,6.585122901014984e-05,123
XGBoost,tfidf_71,0.0,164
XGBoost,tfidf_72,0.0,164
XGBoost,tfidf_73,0.0,164
XGBoost,tfidf_74,0.0,164
XGBoost,tfidf_75,9.164803486783057e-06,150
XGBoost,tfidf_76,0.0,164
XGBoost,tfidf_77,0.0,164
XGBoost,tfidf_78,0.0,164
XGBoost,tfidf_79,0.0,164
XGBoost,tfidf_80,0.0025939608458429575,35
XGBoost,tfidf_81,0.0,164
XGBoost,tfidf_82,0.0,164
XGBoost,tfidf_83,0.0,164
XGBoost,tfidf_84,0.0,164
XGBoost,tfidf_85,0.00039087916957214475,84
XGBoost,tfidf_86,0.0,164
XGBoost,tfidf_87,0.0,164
XGBoost,tfidf_88,0.0,164
XGBoost,tfidf_89,0.0,164
XGBoost,tfidf_90,0.0,164
XGBoost,tfidf_91,0.0,164
XGBoost,tfidf_92,0.0,164
XGBoost,tfidf_93,0.0,164
XGBoost,tfidf_94,0.0,164
XGBoost,tfidf_95,0.0,164
XGBoost,tfidf_96,0.0,164
XGBoost,tfidf_97,2.8132244551670738e-06,160
XGBoost,tfidf_98,0.0,164
XGBoost,tfidf_99,0.0,164
XGBoost,keyword_0,0.0,164
XGBoost,keyword_1,0.0,164
XGBoost,keyword_2,0.0,164
XGBoost,keyword_3,0.0,164
XGBoost,keyword_4,0.0,164
XGBoost,keyword_5,0.0,164
XGBoost,keyword_6,0.0,164
XGBoost,keyword_7,0.0,164
XGBoost,keyword_8,0.0,164
XGBoost,keyword_9,0.0,164
XGBoost,keyword_10,0.0068847606889903545,21
XGBoost,keyword_11,0.0,164
XGBoost,keyword_12,0.0,164
XGBoost,keyword_13,0.0,164
XGBoost,keyword_14,0.0,164
XGBoost,keyword_15,0.0,164
XGBoost,keyword_16,0.0,164
XGBoost,keyword_17,0.0,164
XGBoost,keyword_18,0.0,164
XGBoost,keyword_19,0.0,164
XGBoost,keyword_20,0.0,164
XGBoost,keyword_21,0.010358892381191254,16
XGBoost,keyword_22,0.0,164
XGBoost,keyword_23,0.0,164
XGBoost,keyword_24,0.0,164
XGBoost,keyword_25,0.0,164
XGBoost,keyword_26,0.0,164
XGBoost,keyword_27,0.0,164
XGBoost,keyword_28,0.0,164
XGBoost,keyword_29,0.0,164
XGBoost,keyword_30,0.0,164
XGBoost,keyword_31,0.0,164
XGBoost,keyword_32,0.0,164
XGBoost,keyword_33,0.0,164
XGBoost,keyword_34,8.82146014191676e-06,151
XGBoost,keyword_35,0.0,164
XGBoost,keyword_36,0.0,164
XGBoost,keyword_37,0.0,164
XGBoost,keyword_38,0.010337931104004383,17
XGBoost,keyword_39,0.0,164
XGBoost,keyword_40,0.0,164
XGBoost,keyword_41,0.0,164
XGBoost,keyword_42,5.887337465537712e-05,125
XGBoost,keyword_43,0.0,164
XGBoost,keyword_44,0.0,164
XGBoost,keyword_45,0.0,164
XGBoost,w2v_0,3.5754157579503953e-05,135
XGBoost,w2v_1,0.0027496786788105965,33
XGBoost,w2v_2,2.6382274882053025e-05,139
XGBoost,w2v_3,0.00037517357850447297,86
XGBoost,w2v_4,0.0005872658221051097,75
XGBoost,w2v_5,0.000290569820208475,94
XGBoost,w2v_6,0.001720016822218895,48
XGBoost,w2v_7,0.002084417501464486,44
XGBoost,w2v_8,0.0037094163708388805,29
XGBoost,w2v_9,0.0011128212790936232,62
XGBoost,w2v_10,0.0023874957114458084,39
XGBoost,w2v_11,7.24699639249593e-05,121
XGBoost,w2v_12,0.0009319582604803145,66
XGBoost,w2v_13,0.00016244931612163782,108
XGBoost,w2v_14,0.0025762126315385103,37
XGBoost,w2v_15,0.0033355336636304855,30
XGBoost,w2v_16,0.0004930100403726101,77
XGBoost,w2v_17,0.0004785832134075463,79
XGBoost,w2v_18,0.002453472465276718,38
XGBoost,w2v_19,0.0037475598510354757,28
XGBoost,w2v_20,0.001407188712619245,54
XGBoost,w2v_21,0.0004112152673769742,81
XGBoost,w2v_22,8.623029862064868e-05,118
XGBoost,w2v_23,0.00033832364715635777,89
XGBoost,w2v_24,0.0009504907066002488,64
XGBoost,w2v_25,1.248709850187879e-05,146
XGBoost,w2v_26,0.0015160518232733011,53
XGBoost,w2v_27,0.0038819678593426943,26
XGBoost,w2v_28,0.00038847411633469164,85
XGBoost,w2v_29,0.0088656572625041,18
XGBoost,w2v_30,0.0037492364645004272,27
XGBoost,w2v_31,4.7080800868570805e-05,129
XGBoost,w2v_32,0.0042280456982553005,25
XGBoost,w2v_33,0.0002503333380445838,99
XGBoost,w2v_34,0.00018085680494550616,106
XGBoost,w2v_35,0.0011010922025889158,63
XGBoost,w2v_36,3.5969471355201676e-05,134
XGBoost,w2v_37,0.0007018454489298165,72
XGBoost,w2v_38,0.0007487174007110298,71
XGBoost,w2v_39,0.011448392644524574,13
XGBoost,w2v_40,0.00027279695495963097,96
XGBoost,w2v_41,0.0021217395551502705,43
XGBoost,w2v_42,0.0009396279929205775,65
XGBoost,w2v_43,0.0,164
XGBoost,w2v_44,8.718333265278488e-05,117
XGBoost,w2v_45,9.936773858498782e-05,114
XGBoost,w2v_46,1.6571630112593994e-05,144
XGBoost,w2v_47,9.996099106501788e-05,113
XGBoost,w2v_48,0.01334889605641365,10
XGBoost,w2v_49,3.923001713701524e-06,157
XGBoost,w2v_50,0.008611248806118965,19
XGBoost,w2v_51,7.995449414011091e-05,119
XGBoost,w2v_52,0.002651740564033389,34
XGBoost,w2v_53,0.006501301191747189,22
XGBoost,w2v_54,2.9294613341335207e-05,138
XGBoost,w2v_55,0.0,164
XGBoost,w2v_56,3.6546287446981296e-05,133
XGBoost,w2v_57,0.0018003620207309723,46
XGBoost,w2v_58,4.18496856582351e-05,131
XGBoost,w2v_59,0.0011461819522082806,60
XGBoost,w2v_60,9.062712342711166e-05,116
XGBoost,w2v_61,0.0006326392176561058,74
XGBoost,w2v_62,0.0014025275595486164,55
XGBoost,w2v_63,0.0015706127742305398,52
XGBoost,w2v_64,0.0003401520662009716,88
XGBoost,w2v_65,2.0515977666946128e-05,143
XGBoost,w2v_66,0.0008942995918914676,67
XGBoost,w2v_67,0.0002513501967769116,98
XGBoost,w2v_68,0.00019215367501601577,105
XGBoost,w2v_69,0.00045583638711832464,80
XGBoost,w2v_70,0.00033702340442687273,90
XGBoost,w2v_71,0.0005056882509961724,76
XGBoost,w2v_72,0.0016784666804596782,49
XGBoost,w2v_73,7.240045761136571e-06,154
XGBoost,w2v_74,3.5237812880950514e-06,159
XGBoost,w2v_75,2.182786829507677e-06,162
XGBoost,w2v_76,3.9774826291250065e-05,132
XGBoost,w2v_77,1.5937939679133706e-06,163
XGBoost,w2v_78,0.0017396770417690277,47
XGBoost,w2v_79,0.0008667706861160696,68
XGBoost,w2v_80,0.00029771606205031276,93
XGBoost,w2v_81,1.5348994566011243e-05,145
XGBoost,w2v_82,2.244585266453214e-05,141
XGBoost,w2v_83,5.5484102631453425e-05,126
XGBoost,w2v_84,0.0008594697574153543,69
XGBoost,w2v_85,0.0004090276197530329,82
XGBoost,w2v_86,2.2028896182746394e-06,161
XGBoost,w2v_87,0.014003646560013294,9
XGBoost,w2v_88,2.626399145810865e-05,140
XGBoost,w2v_89,0.00237617758102715,40
XGBoost,w2v_90,0.00016814398986753076,107
XGBoost,w2v_91,0.001323159784078598,58
XGBoost,w2v_92,0.00025225270655937493,97
XGBoost,w2v_93,0.015228372067213058,8
XGBoost,w2v_94,0.0003646384575404227,87
XGBoost,w2v_95,0.0011297684395685792,61
XGBoost,w2v_96,0.0023282943293452263,41
XGBoost,w2v_97,0.0002887975424528122,95
XGBoost,w2v_98,0.006480947136878967,23
XGBoost,w2v_99,6.208568811416626e-05,124
